iter	Logloss
119	0.4465530983
120	0.4461712372
121	0.4456195206
122	0.4452051081
123	0.4442346433
124	0.443593494
125	0.4423650128
126	0.4416961862
127	0.441114242
128	0.4401137737
129	0.439798137
130	0.4390100838
131	0.4385198122
132	0.4380695842
133	0.4374023985
134	0.4362065177
135	0.4359338982
136	0.4355600266
137	0.4350150917
138	0.4344396258
139	0.4337533144
140	0.433176285
141	0.4326201227
142	0.4320993579
143	0.4315984498
144	0.4312017424
145	0.4306641618
146	0.4301344852
147	0.4294144696
148	0.4288741245
149	0.4285474834
150	0.4281481451
151	0.427493647
152	0.4267449823
153	0.4265409467
154	0.4258065314
155	0.4254851036
156	0.4249264545
157	0.4240819122
158	0.4237209292
159	0.4231464475
160	0.4226609895
161	0.4219823138
162	0.4213085546
163	0.4212798962
164	0.4207659727
165	0.4201827725
166	0.4197898494
167	0.4192863337
168	0.4186682628
169	0.4178161283
170	0.4173349165
171	0.4168311252
172	0.4156915207
173	0.4146633481
174	0.4143792518
175	0.4140665183
176	0.4133197186
177	0.4128568986
178	0.4126315926
179	0.4119244815
180	0.4112810859
181	0.4108458719
182	0.4103641399
183	0.4098782137
184	0.4091296165
185	0.4082253444
186	0.4075501283
187	0.4067644979
188	0.4061416011
189	0.4056501299
190	0.4053510526
191	0.4050177095
192	0.4042513495
193	0.4041564964
194	0.4036883814
195	0.4029464598
196	0.402367509
197	0.4021331851
198	0.4012011723
199	0.4004167944
200	0.4001197052
201	0.3998400981
202	0.3992271811
203	0.3985601243
204	0.3977095553
205	0.397232391
206	0.3964964213
207	0.3961748805
208	0.3959535952
209	0.3949981686
210	0.3944776668
211	0.3935786187
212	0.393352627
213	0.3930291572
214	0.392844111
215	0.3925713628
216	0.3917146583
217	0.3914060524
218	0.3911059318
219	0.3907025634
220	0.3899777008
221	0.389551955
222	0.3890616732
223	0.388800844
224	0.3885541908
225	0.3878435312
226	0.3872746876
227	0.3870301708
228	0.3864750871
229	0.3857336867
230	0.3852388578
231	0.3846205302
232	0.3842946786
233	0.3837987742
234	0.3832291638
235	0.3827973986
236	0.382030007
237	0.3815549261
238	0.3813814955
239	0.3810198536
240	0.3807671586
241	0.3800402583
242	0.3795095459
243	0.3791950071
244	0.3788569554
245	0.3782633387
246	0.3775870172
247	0.3771037522
248	0.3766084414
249	0.3757604512
250	0.3754859937
251	0.3751964561
252	0.3745137668
253	0.3740718604
254	0.3733426181
255	0.3731322388
256	0.3726269189
257	0.3720075485
258	0.3716480649
259	0.371452812
260	0.3709435133
261	0.3701556865
262	0.3693090938
263	0.3688433883
264	0.3684210769
265	0.3677734828
266	0.3672423228
267	0.3670992043
268	0.3666596541
269	0.3661118406
270	0.3657253765
271	0.3652290563
272	0.3649448969
273	0.3647811964
274	0.364387588
275	0.3639726604
276	0.363533023
277	0.36323202
278	0.36284838
279	0.3626235093
280	0.3622639258
281	0.3616445421
282	0.3614749325
283	0.3607680085
284	0.3606688425
285	0.3600951416
286	0.3594964692
287	0.3591028286
288	0.3585289437
289	0.3581754587
290	0.3577862532
291	0.3571942292
292	0.3564458908
293	0.355988178
294	0.3553841163
295	0.3552404614
296	0.354936101
297	0.3546037863
298	0.3544421565
299	0.3542016556
300	0.3535732431
301	0.3533660388
302	0.3531936057
303	0.3526819313
304	0.352142701
305	0.3515329817
306	0.351116764
307	0.3508259529
308	0.3503279547
309	0.3499335154
310	0.3496530733
311	0.3494290698
312	0.3491270521
313	0.3486695344
314	0.3483070518
315	0.3478308144
316	0.3472663802
317	0.3467597243
