champion,baseline,AUC_champ,AUC_base,ΔAUC,z,p_value,significant_05
NR-Boost (q=0.7),NR-Boost + RF ensemble,0.7694850839134968,0.7799616587629906,-0.010476574849493825,-2.6626445105296375,0.007752927148806821,True
NR-Boost (q=0.7),RandomForest,0.7694850839134968,0.7825412840951131,-0.013056200181616351,-1.7554870833177292,0.07917602813368485,False
NR-Boost (q=0.7),NR-Boost −GCE (q≈0),0.7694850839134968,0.7567921165035483,0.012692967409948519,1.7384618025375136,0.08212947500986867,False
NR-Boost (q=0.7),NR-Boost (q=0.3),0.7694850839134968,0.7629973430195406,0.0064877408939562065,1.0074084446177347,0.31373853489389836,False
NR-Boost (q=0.7),XGBoost,0.7694850839134968,0.7644637271718293,0.005021356741667482,0.7275801535026585,0.46687063320523436,False
NR-Boost (q=0.7),NR-Boost −self-paced,0.7694850839134968,0.7713550600343053,-0.0018699761208085253,-0.6577023571312293,0.5107294074392463,False
NR-Boost (q=0.7),NR-Boost (q=0.5),0.7694850839134968,0.7665994013385801,0.002885682574916726,0.5474130557131711,0.5840949877793848,False
NR-Boost + RF ensemble,NR-Boost −GCE (q≈0),0.7799616587629906,0.7567921165035483,0.023169542259442344,2.9281190515697113,0.0034101944126339045,True
NR-Boost + RF ensemble,NR-Boost (q=0.7),0.7799616587629906,0.7694850839134968,0.010476574849493825,2.6626445105296375,0.007752927148806821,True
NR-Boost + RF ensemble,NR-Boost (q=0.3),0.7799616587629906,0.7629973430195406,0.01696431574345003,2.452642899075813,0.014181104086809615,True
NR-Boost + RF ensemble,NR-Boost −self-paced,0.7799616587629906,0.7713550600343053,0.0086065987286853,2.2057490248883824,0.027401577235828034,True
NR-Boost + RF ensemble,NR-Boost (q=0.5),0.7799616587629906,0.7665994013385801,0.01336225742441055,2.169697366346803,0.03002977970644305,True
NR-Boost + RF ensemble,XGBoost,0.7799616587629906,0.7644637271718293,0.015497931591161307,2.1072697933087006,0.0350942001538328,True
NR-Boost + RF ensemble,RandomForest,0.7799616587629906,0.7825412840951131,-0.002579625332122526,-0.5296555254212348,0.5963507890232791,False
