base,stack_LR_coef,convex_weight,convex_weight_fold_mean,convex_weight_fold_std
RF,0.9689852218285244,0.42404200881892595,0.42428255280929256,0.01734301001828102
NRBoost,0.010009047013882796,8.153200337090992e-17,4.51461784622964e-17,4.036923674439037e-17
XGB,0.1291275201297882,0.0,5.2562121322097256e-17,4.6639872286216873e-17
LGB,-0.09607339375403365,0.575957991181074,0.5757174471907074,0.01734301001828102
