df_idx,train_local_idx,离职行为,离职意向,oof_prob_1,quality_score,sample_weight
1017,820,0,4.0,0.5089096827789309,0.4910903172210691,0.3
1553,1254,0,4.0,0.5078117321469878,0.4921882678530122,0.3
2169,1729,0,3.75,0.5068499848739878,0.4931500151260122,0.3
1185,951,0,3.75,0.5062369821866055,0.4937630178133945,0.3
3381,2690,0,4.0,0.5055995542535408,0.49440044574645925,0.3
1507,1217,0,4.5,0.5045855427059595,0.49541445729404054,0.3
3404,2708,0,3.5,0.5029479202159272,0.49705207978407284,0.3
3801,3030,0,4.0,0.5019809745124907,0.4980190254875093,0.3
1494,1206,0,5.0,0.5016627818154156,0.49833721818458443,0.3
3936,3144,0,4.0,0.5015840146061489,0.4984159853938511,0.3
896,718,0,4.5,0.5013026178076352,0.4986973821923648,0.3
1534,1238,0,3.5,0.5003042367514321,0.4996957632485679,0.3
532,431,0,3.75,0.5000951325297166,0.4999048674702834,0.3
